NCTId,final_date,start_date,field_changed,final_value,start_value
NCT04428476,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Brief Summary,"This Phase 2, multi-center, open-label extension trial will provide deramiocel (CAP-1002) to subjects that were enrolled in the HOPE-2 trial and completed 12 months of follow-up. The trial will explore the safety and efficacy of twenty intravenous administrations of deramiocel, each separated by three months, over a period of approximately 60 months. Following completion of the initial open-label phase (Month 60), subjects who have completed all Month 60 assessments will be eligible to continue into a long-term open label extension (LT-OLE) period and can continue to receive deramiocel once every 3 months until deramiocel is commercially available or the sponsor terminates the study, or the subject withdraws consent or study participation is terminated by the sponsor.
Subjects will undergo a targeted screening during a 30-day screening period, eligible subjects will then undergo baseline safety and efficacy assessments on Day 1 prior to their first infusion of deramiocel.
Subjects will complete trial assessments at Screening; Day 1; Months 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60, and all LT-OLE visits. Safety and efficacy assessments will be conducted prior to deramiocel administration at the Day 1, Months 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, and at all LT-OLE trial visits, unless otherwise indicated.
All deramiocel infusions will be conducted in an outpatient setting at the investigative site on Day 1 and Months 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, with continued dosing in the LT-OLE visits. Subjects will be observed in the outpatient setting for at least two hours post infusion and then discharged the same day, if medically cleared by the site Investigator.","This Phase 2, multi-center, open-label extension trial will provide deramiocel (CAP-1002) to subjects that were enrolled in the HOPE-2 trial and completed 12 months of follow-up. The trial will explore the safety and efficacy of twenty intravenous administrations of deramiocel, each separated by three months. Subjects will undergo a targeted screening during a 30-day screening period, eligible subjects will then undergo baseline safety and efficacy assessments on Day 1 prior to their first infusion of deramiocel.
Subjects will complete trial assessments at Screening; Day 1; Months 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, and 60. Safety and efficacy assessments will be conducted prior to deramiocel administration at the Day 1, Months 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, and 57 trial visits, unless otherwise indicated.
All deramiocel infusions will be conducted in an outpatient setting at the investigative site on Day 1 and Months 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, and 57. Subjects will be observed in the outpatient setting for at least two hours post infusion and then discharged the same day, if medically cleared by the site Investigator."
NCT04626674,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Overall Status,Recruiting,Active Not Recruiting
NCT04626674,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Primary Outcome Measure,"Part 1 (Cohorts 1 to 5): Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Expression at Week 12, as Measured by Western Blot, Part 1 (Cohorts 6 to 8): Quantity of Delandistrogene Moxeparvovec Dystrophin Expression at Week 12 as Measured by Western Blot, Cohort 8: Number of Participants with Acute Liver Injury (ALI)","Part 1: Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Expression at Week 12, as Measured by Western Blot, Part 1: Quantity of Delandistrogene Moxeparvovec Dystrophin Expression at Week 12 as Measured by Western Blot"
NCT04626674,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Secondary Outcome Measure,"Vector Shedding, Measured in Urine, Saliva, and Stool Samples Post-Infusion, Level of Antibody Titers to Recombinant Adeno-Associated Virus Serotype rh74 (rAAVrh74), Number of Participants With Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs) and Adverse Events of Special Interest (AESIs), Cohort 8: Number of Participants With Infections, Edema, Wound-healing Complications, Hyperlipidemia, Angioedema, and Intestinal Lung Disease/ Non-infectious Pneumonitis, Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12, as Measured by Immunofluorescence (IF) Fiber Intensity, Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12, as Measured by IF Percent Dystrophin Positive Fibers (PDPF), Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by IF Fiber Intensity, Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by IF PDPF, Cohort 8: Number of Participants With Hepatic AEs, Hepatic Biomarkers, and Laboratory Assessments Indicative of Either Acute Hepatocellular Injury or Acute Liver Dysfunction, Cohort 8: Number of Participants with Severe ALI, Cohort 8: Duration of Steroids Administered","Vector Shedding, Measured in Urine, Saliva, and Stool Samples Post-Infusion, Level of Antibody Titers to Recombinant Adeno-Associated Virus Serotype rh74 (rAAVrh74), Number of Participants With Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs) and Adverse Events (AEs) of Special Interest, Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12, as Measured by Immunofluorescence (IF) Fiber Intensity, Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12, as Measured by IF Percent Dystrophin Positive Fibers (PDPF), Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by IF Fiber Intensity:, Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by IF PDPF"
NCT04626674,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Enrollment Count,83.0,55.0
NCT04626674,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-04,2025-12-29
NCT04626674,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-06,2026-03-04
NCT04632940,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Lead Sponsor Name,Kyntra Bio,FibroGen
NCT04708314,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-03,2021-05-17
NCT04768062,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Unknown,Active Not Recruiting
NCT04906460,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Brief Summary,"This is a Phase 1b/2 open-label study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD), and clinical effects of intravenous (IV) WVE-N531 in patients with Duchenne muscular dystrophy (DMD). To participate in the study, patients must have a documented mutation of the DMD gene that is amenable to exon 53 skipping intervention. This study has 3 parts, Part A, Part B, including Part B Extension Arm, and Part C. Part A is completed. Part B is completed. Following completion of Part B, all patients elected to continue to receive study drug in the optional Part B open-label Extension Arm. Part C has been added to the study and will enroll new patients.","This is a Phase 1b/2 open-label study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD), and clinical effects of intravenous (IV) WVE-N531 in patients with Duchenne muscular dystrophy (DMD). To participate in the study, patients must have a documented mutation of the DMD gene that is amenable to exon 53 skipping intervention. This study has 2 parts, Part A and Part B. Part A is completed. Part B is completed. Following completion of Part B, all patients have elected to continue to receive study drug in an optional open-label extension arm."
NCT04906460,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Primary Outcome Measure,"Part A: Safety: Proportion of patients with adverse events (AEs), Part B: Pharmacodynamics: Dystrophin level (% normal dystrophin) as assessed by Western blot of muscle tissue following multiple doses of WVE-N531, Part C: Pharmacodynamics: Change from baseline dystrophin level (% normal dystrophin) as assessed by a validated assay analysis in muscle tissue following multiple doses of WVE-N531",Pharmacodynamics: Dystrophin level (% normal dystrophin) as assessed by Western blot of muscle tissue following multiple doses of WVE-N531
NCT04906460,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Secondary Outcome Measure,"Part A: Pharmacokinetics: Concentration of WVE-N531 in muscle tissue, Part A: Pharmacodynamics: Dystrophin level (% normal dystrophin) as assessed by Western blot of muscle tissue following multiple doses of WVE-N531, Part B: North Star Ambulatory Assessment (NSAA) (Version 2.0), including time to stand and a timed 10-meter walk/run, with a range of 0 to 34 where higher scores indicate better outcome., Part B: Performance of the Upper Limb (PUL) (Version 2.0) with a range of 0 to 64 where higher scores indicate a better outcome., Part B: Stride Velocity 95th Centile (SV95C)/upper limb outcome (non-ambulatory patients), Part C: North Star Ambulatory Assessment (NSAA) (Version 2.0), including time to stand and a timed 10-meter walk/run, with a range of 0 to 34 where higher scores indicate better outcome., Part C: Performance of the Upper Limb (PUL) (Version 2.0) with a range of 0 to 64 where higher scores indicate a better outcome., Part C: Stride Velocity 95th Centile (SV95C)/upper limb outcome (non-ambulatory patients)","North Star Ambulatory Assessment (NSAA) (Version 2.0), including time to stand and a timed 10-meter walk/run, with a range of 0 to 34 where higher scores indicate better outcome., Performance of the Upper Limb (PUL) (Version 2.0) with a range of 0 to 64 where higher scores indicate a better outcome., Stride Velocity 95th Centile (SV95C)/upper limb outcome (non-ambulatory patients)"
NCT04906460,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Minimum Age,4 Years,5 Years
NCT04906460,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Minimum Age Months,48.0,60.0
NCT04906460,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Enrollment Count,26.0,11.0
NCT04906460,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Overall Status,Recruiting,Active Not Recruiting
NCT05016908,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Overall Status,Unknown,Recruiting
NCT05016908,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Overall Status,Recruiting,Unknown
NCT05096221,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Secondary Outcome Measure,"Part 1: Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by Western Blot Adjusted by Muscle Content, Part 1: Change From Baseline in Time to Rise From the Floor at Week 52, Part 1: Change From Baseline in Time to Complete 10 Meter Walk/Run (10MWR) at Week 52, Part 1: Change From Baseline in Time to Complete 100 Meter Walk/Run (100MWR) at Week 52, Part 1: Change From Baseline in the Timed Stair Ascend 4 Steps Test at Week 52, Part 1: Change From Baseline in Stride Velocity 95th Centile (SV95C) at Week 52, Part 1: Change From Baseline in Patient-Reported Outcomes Measurement Information System (PROMIS) Score in Mobility to Week 52, Part 1: Change From Baseline in PROMIS Score in Upper Extremity Function to Week 52, Part 1: Number of Skills Gained or Improved at Week 52 as Measured by the NSAA, Parts 1 and 2: Number of Participants With Treatment Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs), Parts 1 and 2: Number of Participants With Adverse Events of Special Interest (AESI)","Part 1: Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by Western Blot Adjusted by Muscle Content, Part 1: Change From Baseline in Time to Rise From the Floor at Week 52, Part 1: Change From Baseline in Time to Complete 10 Meter Walk/Run (10MWR) at Week 52, Part 1: Change From Baseline in Time to Complete 100 Meter Walk/Run (100MWR) at Week 52, Part 1: Change From Baseline in the Timed Stair Ascend 4 Steps Test at Week 52, Part 1: Change From Baseline in Stride Velocity 95th Centile (SV95C) at Week 52, Part 1: Change From Baseline in Patient-Reported Outcomes Measurement Information System (PROMIS) Score in Mobility to Week 52, Part 1: Change From Baseline in PROMIS Score in Upper Extremity Function to Week 52, Part 1: Number of Skills Gained or Improved at Week 52 as Measured by the NSAA, Part 1: Number of Participants With Treatment Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs), Part 1: Number of Participants With Adverse Events of Special Interest (AESI)"
NCT05102916,2026-02-01 07:37:25.453478,2026-01-01 07:23:50.780214,Collaborator Name,"University Children's Hospital Basel, Insel Gruppe AG, University Hospital Bern, University of Lausanne Hospitals, Ente Ospedaliero Cantonale, Bellinzona, University Children's Hospital, Zurich, University Hospital, Zürich, SwissPedNet - Swiss Research Network of Clinical Pediatric Hubs","University Children's Hospital Basel, Insel Gruppe AG, University Hospital Bern, University of Lausanne Hospitals, Ente Ospedaliero Cantonale, Bellinzona, University Children's Hospital, Zurich"
NCT05126758,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Secondary Outcome Measure,"Change in cardiac muscle function and structure by assessment of left ventricular ejection fraction, Change in cardiac muscle function and structure by assessment of left ventricular end-systolic volume, Change in cardiac muscle function and structure by assessment of left ventricular end-diastolic volume, Change in elbow and distal level upper limb function, Change in Global Statistical Test (Total GST) combining upper limb function, cardiac muscle function, and patient reported measure of disease severity, Changes in cardiac inflammation biomarker, creatine kinase MB isoenzyme [CK-MB], Change in hand-to-mouth function in the context of functional eating, Change in hand-to-mouth function, Number of patients with total loss of hand-to-mouth function, Changes in patient-reported upper limb function","Change in cardiac muscle function and structure by assessment of left ventricular ejection fraction, Change in cardiac muscle function and structure by assessment of left ventricular end-systolic volume, Change in cardiac muscle function and structure by assessment of left ventricular end-diastolic volume, Change in elbow and distal level upper limb function, Change in Global Statistical Test (Total GST) combining upper limb function, cardiac muscle function, and patient reported measure of disease severity, Change in hand-to-mouth function in the context of functional eating, Change in hand-to-mouth function, Number of patients with total loss of hand-to-mouth function, Changes in patient-reported upper limb function, Changes in cardiac inflammation biomarker, creatine kinase MB isoenzyme [CK-MB]"
NCT05126758,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Secondary Outcome Measure,"Change in cardiac muscle function and structure by assessment of left ventricular ejection fraction, Change in mid-level (elbow) upper limb function, Change in Global Statistical Test (Total GST) combining upper limb function, cardiac muscle function, and patient reported measure of disease severity, Change in the number of segments of myocardial scarring (Cohort B only), Change in cardiac muscle function and structure by assessment of left ventricular end-systolic volume, Change in cardiac muscle function and structure by assessment of left ventricular ejection fraction in subjects with documented cardiomyopathy, Change in a global statistical test (Cardiac GST) combining assessments of cardiac muscle function and structure, Change in percentage of myocardial scarring (Cohort B only), Change in hand-to-mouth function in the context of functional eating, Changes in cardiac inflammation biomarker, creatine kinase MB isoenzyme [CK-MB]","Change in cardiac muscle function and structure by assessment of left ventricular ejection fraction, Change in cardiac muscle function and structure by assessment of left ventricular end-systolic volume, Change in cardiac muscle function and structure by assessment of left ventricular end-diastolic volume, Change in elbow and distal level upper limb function, Change in Global Statistical Test (Total GST) combining upper limb function, cardiac muscle function, and patient reported measure of disease severity, Changes in cardiac inflammation biomarker, creatine kinase MB isoenzyme [CK-MB], Change in hand-to-mouth function in the context of functional eating, Change in hand-to-mouth function, Number of patients with total loss of hand-to-mouth function, Changes in patient-reported upper limb function"
NCT05126758,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Enrollment Count,106.0,104.0
NCT05160415,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Brief Summary,"The ARCH study was an open-label, single-center, Phase 1b study of sevasemtem (EDG-5506) to assess the safety and pharmacokinetics (PK) of sevasemten in adults with Becker muscular dystrophy (BMD).
Sevasemten is an investigational product intended to protect and improve function of dystrophic muscle fibers.","The ARCH study is an open-label, single-center, Phase 1b study of sevasemtem (EDG-5506) to assess the safety and pharmacokinetics (PK) of sevasemten in adults with Becker muscular dystrophy (BMD).
Sevasemten is an investigational product intended to protect and improve function of dystrophic muscle fibers."
NCT05160415,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Has Results,True,False
NCT05160415,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Primary Outcome Measure,"Percentage of Participants Treated With Sevasemten Experiencing AEs, Frequency of AEs in Those Treated With Sevasemten, Number of Participants Treated With Sevasemten With AEs by Maximum Severity","Incidence of AEs in those treated with sevasemten, Frequency of AEs in those treated with sevasemten, Severity of AEs in those treated with sevasemten"
NCT05160415,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Secondary Outcome Measure,"Percentage of Participants Experiencing Treatment-Emergent Abnormal Clinical Chemistry Test Results, Percentage of Participants Experiencing Treatment-Emergent Abnormal Hematology Test Results, Percentage of Participants Experiencing Treatment-Emergent Abnormal Coagulation Test Results, Percentage of Participants Experiencing Treatment-Emergent Abnormal Urinalysis Test Results, Number of Participants With Clinically Significant Changes in Clinical Chemistry, Number of Participants With Clinically Significant Changes in Hematology, Number of Participants With Clinically Significant Changes in Coagulation, Number of Participants With Clinically Significant Changes in Urinalysis, Number of Participants With Clinically Significant Changes in Vital Signs, Number of Participants With Clinically Significant Changes in Physical and Neurological Examinations, Number of Participants With Clinically Significant Changes in ECG PR Interval, Number of Participants With Clinically Significant Changes in ECG QRS Interval, Number of Participants With Clinically Significant Changes in ECG QT Interval, Number of Participants With Clinically Significant Changes in ECG QTc Interval, Number of Participants With Clinically Significant Changes in Forced Vital Capacity (FVC), Number of Participants With Clinically Significant Changes in Forced Expiratory Volume in 1 Second (FEV1), Number of Participants With Clinically Significant Changes in Cardiac Function as Assessed by Echocardiogram, Number of Participants With Clinically Significant Changes in Columbia Suicide Severity Rating Scale (C-SSRS), Plasma Sevasemten (EDG-5506) Concentrations at Sample Timepoints","Incidence of treatment-emergent abnormal clinical chemistry test results, Incidence of treatment-emergent abnormal hematology test results, Incidence of treatment-emergent abnormal coagulation test results, Incidence of treatment-emergent abnormal urinalysis test results, Number of participants with changes in clinical chemistry, Number of participants with changes in hematology, Number of participants with changes in coagulation, Number of participants with changes in urinalysis, Number of participants with changes in vital signs, Number of participants with changes in physical examination, Number of participants with changes in ECG PR Interval, Number of participants with changes in ECG QRS Interval, Number of participants with changes in ECG QT Interval, Number of participants with changes in ECG QTc Interval, Number of participants with changes in FVC, Number of participants with changes in FEV1"
NCT05166109,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Overall Status,Completed,Active Not Recruiting
NCT05166109,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Enrollment Count,46.0,39.0
NCT05185622,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Has Results,True,False
NCT05185622,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Primary Outcome Measure,"Number of Participants With Any Adverse Events as Assessed by Common Terminology Criteria for Adverse Events Version 4.03 (CTCAE v4.03), Number of Participants With Drug Related Adverse Events as Assessed by Common Terminology Criteria for Adverse Events Version 4.03 (CTCAE v4.03), Number of Participants With Severe Adverse Events as Assessed by Common Terminology Criteria for Adverse Events Version 4.03 (CTCAE v4.03), Number of Participants With Serious Adverse Events as Assessed by Common Terminology Criteria for Adverse Events Version 4.03 (CTCAE v4.03), Number of Participants With Adverse Events as Assessed by Common Terminology Criteria for Adverse Events Version 4.03 (CTCAE v4.03) Leading to Study Treatment Discontinuation, Change in Height (Absolute) From Baseline to Week 12, Change in Height (Percentile) From Baseline to Week 12, Change in Height (Z-score) From Baseline to Week 12, Change in Weight (Absolute) From Baseline to Week 12, Change in Weight (Percentile) From Baseline to Week 12, Change in Weight (Z-score) From Baseline to Week 12, Change in Body Mass Index (BMI) (Absolute) From Baseline to Week 12, Change in Body Mass Index (BMI) (Percentile) From Baseline to Week 12, Change in Body Mass Index (BMI) (Z-score) From Baseline to Week 12, Change in Diastolic Blood Pressure, Change in Systolic Blood Pressure, Number of Participants With Treatment Emergent Cushingoid Features, Number of Participants With Clinically Significant Treatment-emergent Abnormal Clinical Laboratory Test Result, Categorical Analysis of QTcF at Week 12, Number of Eyes With Cataract, Number of Eyes With Glaucoma","Change in Body Mass Index (BMI) from baseline to Week 12, Change in Body Mass Index (BMI) z-score from baseline to Week 12, Change in Weight from baseline to each of the scheduled on treatment and post-treatment assessment time points, Change in Height from baseline to Week 12, Change in Height z score from baseline to Week 12, Change in sitting blood pressure from baseline to each of the scheduled on-treatment and post-treatment assessment time points, Change in heart rate from baseline to each of the scheduled on-treatment and post-treatment assessment time points, Change in respiratory rate from baseline to each of the scheduled on-treatment and post-treatment assessment time points, Change in body temperature from baseline to each of the scheduled on-treatment and post-treatment assessment time points, Number of participants with Cushingoid features, Number of participants with abnormal blood laboratory test results, Number of participants with abnormal urine laboratory test results, Number of participants with abnormal ECGs, Number of participants with Glaucoma, Number of participants with Cataracts, Number of Participants with Adverse Events as Assessed by Common Terminology Criteria for Adverse Events version 4.03 (CTCAE v4.03)"
NCT05185622,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Secondary Outcome Measure,"Pre-dose and Post-dose Plasma Concentration Measurements of Vamorolone at Day 1 and Week 2, Descriptive Statistics of PK Parameters - Tmax, Descriptive Statistics of PK Parameters - Cmax, Descriptive Statistics of PK Parameters in Subjects Aged 2 to 4 Years - AUC 0-6, Descriptive Statistics of PK Parameters in Subjects Aged 7 to 18 Years - AUC 0-inf","Area under the Curve infinity (AUCinf) following oral administration, Change in morning cortisol concentration from baseline to Week 12, Change in fasting serum concentration of glucose from baseline to Week 12, Change in fasting serum concentration of insulin from baseline to Week 12, Change in serum concentration of hemoglobin A1c (HbA1c) from baseline to Week 12"
NCT05249361,2026-01-01 07:23:50.780214,2025-12-01 07:23:31.834092,Overall Status,Unknown,Recruiting
NCT05280730,2025-09-01 07:20:22.089753,2025-08-01 07:26:41.414466,Overall Status,Completed,Recruiting
NCT05280730,2025-09-01 07:20:22.089753,2025-08-01 07:26:41.414466,Enrollment Count,50.0,90.0
NCT05291091,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Brief Summary,"A study of sevasemten (EDG-5506) in Becker muscular dystrophy (known as CANYON) and pivotal cohort (known as GRAND CANYON). The EDG-5506-201 CANYON study was expanded to include an additional 120 adult participants in a cohort called GRAND CANYON, that is a multicenter, randomized, double-blind, placebo-controlled study to evaluate the safety and efficacy of sevasemten in adults with Becker.
CANYON and GRAND CANYON are fully enrolled.","A study of sevasemten (EDG-5506) in Becker muscular dystrophy (known as CANYON) and pivotal cohort (known as GRAND CANYON). The EDG-5506-201 CANYON study was expanded to include an additional 120 adult participants in a cohort called GRAND CANYON, that is a multicenter, randomized, double-blind, placebo-controlled study to evaluate the safety and efficacy of sevasemten in adults with Becker.
CANYON is fully enrolled; GRAND CANYON is currently enrolling."
NCT05291091,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Enrollment Count,244.0,175.0
NCT05291091,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-02,2025-12-01
NCT05291091,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-24,2026-02-02
NCT05429372,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Overall Status,Terminated,Active Not Recruiting
NCT05464446,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Lead Sponsor Name,Lokman Hekim University,Lokman Hekim Üniversitesi
NCT05524883,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Secondary Id,"2023-510351-31-00, ITA 362546 (model PA-000798)",2023-510351-31-00
NCT05540860,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Secondary Outcome Measure,"Incidence of laboratory test-related treatment emergent adverse events, Pharmacokinetics as measured by steady state plasma concentration, Change from Baseline in serum creatinine kinase, Change from Baseline in fast skeletal muscle troponin I","Incidence of abnormal clinical chemistry test results, Incidence of abnormal hematology test results, Incidence of abnormal coagulation test results, Incidence of abnormal urinalysis test results, Pharmacokinetics as measured by steady state plasma concentration, Change from Baseline in serum creatinine kinase, Change from Baseline in fast skeletal muscle troponin I"
NCT05601986,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Unknown,Recruiting
NCT05670730,2025-08-01 07:26:41.414466,2025-07-01 07:21:37.005046,Brief Title,Study of AOC 1044 in Healthy Adult Volunteers and Participants With Duchenne Muscular Dystrophy (DMD) Mutations Amenable to Exon 44 Skipping,Study of AOC 1044 in Healthy Adult Volunteers and Participants with Duchenne Muscular Dystrophy (DMD) Mutations Amenable to Exon 44 Skipping
NCT05683379,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Brief Title,AFFINITY BEYOND: Anti-AAV8 Antibody Assessment Study of Males With DMD,AFFINITY BEYOND: Anti-AAV8 Antibody Assessment Study of Boys With DMD
NCT05683379,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Maximum Age,25 Years,11 Years
NCT05683379,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Maximum Age Months,300.0,132.0
NCT05683379,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Std Age,"Child, Adult",Child
NCT05689164,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Enrollment Count,7.0,6.0
NCT05689164,2025-11-01 07:17:18.276233,2025-10-01 07:19:32.349441,Overall Status,Terminated,Active Not Recruiting
NCT05693142,2025-10-01 07:19:32.349441,2025-09-01 07:20:22.089753,Brief Summary,"RGX-202 is a gene therapy designed to deliver a transgene for a novel microdystrophin that includes functional elements of naturally-occurring dystrophin including the C-Terminal (CT) domain.
This is a multicenter, open-label dose evaluation clinical study to assess the safety, tolerability, and clinical efficacy of a one-time intravenous (IV) dose of RGX-202 in participants with Duchenne.
For additional information on how to participate (or be considered for the study), please follow this link: https://mytomorrows.com/trials/affinity-duchenne","RGX-202 is a gene therapy designed to deliver a transgene for a novel microdystrophin that includes functional elements of naturally-occurring dystrophin including the C-Terminal (CT) domain.
This is a multicenter, open-label dose evaluation clinical study to assess the safety, tolerability, and clinical efficacy of a one-time intravenous (IV) dose of RGX-202 in participants with Duchenne."
NCT05693142,2025-12-01 07:23:31.834092,2025-11-01 07:17:18.276233,Brief Summary,"RGX-202 is a gene therapy designed to deliver a transgene for a novel microdystrophin that includes functional elements of naturally-occurring dystrophin including the C-Terminal (CT) domain.
This is a multicenter, open-label dose evaluation clinical study to assess the safety, tolerability, and clinical efficacy of a one-time intravenous (IV) dose of RGX-202 in participants with Duchenne.
For additional information on how to participate (or be considered for the study), please follow this link: https://mytomorro.ws/affinity-ct-gov","RGX-202 is a gene therapy designed to deliver a transgene for a novel microdystrophin that includes functional elements of naturally-occurring dystrophin including the C-Terminal (CT) domain.
This is a multicenter, open-label dose evaluation clinical study to assess the safety, tolerability, and clinical efficacy of a one-time intravenous (IV) dose of RGX-202 in participants with Duchenne.
For additional information on how to participate (or be considered for the study), please follow this link: https://mytomorrows.com/trials/affinity-duchenne"
NCT05712447,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Completed,Active Not Recruiting
NCT05712447,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Collaborator Name,United States Department of Defense,Department of Defense Duchenne Muscular Dystrophy Research Program
NCT05712447,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Enrollment Count,150.0,180.0
NCT05712447,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Primary Completion Date,2026-01-11,2026-03-01
NCT05712447,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Completion Date,2026-01-11,2026-06-01
NCT05712447,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-10,2024-11-14
NCT05715957,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Overall Status,Enrolling By Invitation,Not Yet Recruiting
NCT05753462,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Overall Status,Unknown,Recruiting
NCT05881408,2025-07-01 07:21:37.005046,2025-06-01 07:18:56.003730,Overall Status,Active Not Recruiting,Recruiting
